word,empathy,distress,stemma
hunting,3.06545465185619,2.10787122542041,hunt
hurchalla,2.33399398365416,2.23877081014407,hurchalla
hurdles,5.10632347026896,4.11096877263977,hurdl
hurricane,3.96499802619672,2.88979631678445,hurrican
hurricanes,4.60934333021439,3.01636968017685,hurrican
hurry,2.93445363612464,4.44526655714309,hurri
hurst,5.09864040947199,4.61269096018672,hurst
hurt,5.16822888377926,5.16152204533314,hurt
hurtful,4.90529946803851,5.59511894373463,hurt
hurting,5.1699155279504,5.46653972482843,hurt
hurts,5.04267151976037,4.83694806999731,hurt
husband,3.61373134992814,3.88131399834702,husband
hush,2.64979139007058,3.76693732227593,hush
hussein,3.29025671041294,4.63335133133552,hussein
hype,1.8005210891239,1.95561083777606,hype
hypocrisy,2.19887554902123,3.70893007412126,hypocrisi
hypocritical,1.32982204284683,3.49512389645481,hypocrit
hysteria,2.64044806098452,3.63294633049632,hysteria
i,2.98929888019052,2.58974392627732,i
ibrahim,4.81130337309532,4.79809810050148,ibrahim
ice,3.97769672368009,1.72987511992874,ice
iceland,3.86639994361546,2.13398961181742,iceland
icelandic,3.43225250621969,1.41370091278458,iceland
icon,4.88262821074002,2.4521651687209,icon
iconic,5.21597171626449,3.7556098098202,icon
icons,5.13334516937119,2.13976084739352,icon
icsi,4.16312357567296,4.63137981715447,icsi
idaho,4.46264905545884,3.67739893743114,idaho
idea,2.18588874764384,2.75674925131819,idea
ideal,3.8727627894322,2.50625357961676,ideal
idealogies,3.28033156945672,1.68325789701782,idealog
ideals,3.49149723342239,2.23042187304564,ideal
ideas,2.41755290178818,2.49730615979541,idea
identification,5.47278375233246,4.28568136134623,identif
identified,4.57325547217824,4.33573177977949,identifi
identify,5.21887943013227,4.53677324405182,identifi
identities,4.25802852100393,2.80982077146708,ident
identity,4.77225872774394,2.50921619411615,ident
ideological,3.94330762589503,3.33950770921588,ideolog
ideology,2.90862108898792,3.29304803044401,ideolog
idiot,1.2665736064773,1.7795277678024,idiot
idiotic,1.15820148814935,2.05096980664203,idiot
idiots,1.27845460622785,1.34884163758611,idiot
idk,1.68762036511405,1.31352155165769,idk
idle,2.42530978021138,1.54799551791826,idl
idolized,3.52523304705432,3.04614499559186,idol
idots,2.38915344052973,3.1296941693638,idot
idps,2.99983369659041,2.0385662644122,idp
idris,4.35031637797951,3.91808369384288,idri
if,1.85268951336544,2.21771990111121,if
ignite,4.69196684780305,3.75543262471057,ignit
ignorance,2.14146052837603,3.58887778291952,ignor
ignorant,1.71373057398506,3.38378988076568,ignor
ignore,1.94194130234927,3.4859191112927,ignor
ignored,2.23828783023027,3.93855159133656,ignor
ignoring,2.10600959188544,3.99453198998026,ignor
il,3.81463362489425,3.83025649476629,il
ill,3.28651027379997,4.16393366172916,ill
illegal,1.39795432367941,3.58971945290059,illeg
illegally,2.73974677022306,4.57701322584356,illeg
illinois,5.85869780486139,4.96153199507356,illinoi
illnes,5.45155012751852,3.73796829195473,illn
illness,5.76007194792078,4.65811972985998,ill
illnesses,5.56492362565756,4.68213153714558,ill
illusion,1.67413171795405,2.3110312531648,illus
illustrating,4.5820030578401,4.18203470338061,illustr
ilness,5.9537309890436,4.05501402253466,il
im,3.74811356869805,3.34084057029832,im
imagery,5.5779455613612,4.82570306949328,imageri
images,5.47521524387256,5.0700469399157,imag
imaginary,1.99902826168739,2.45292086578059,imaginari
imagine,2.92989989075746,3.41562593182234,imagin
imagining,2.14412063955938,3.27917942110487,imagin
imf,3.52030760744231,3.82920343450318,imf
imitate,1.66711104675714,2.63981745911711,imit
immagine,4.75316841752443,4.453167636929,immagin
immature,2.10358571719527,3.6854471183827,immatur
immediate,4.62698512985641,3.2262317560514,immedi
immediately,3.26924558335217,4.1980436879851,immedi
immense,5.02351338754458,4.61004061036923,immens
immersed,4.13358597421893,3.20627063947419,immers
immigrant,4.16999292421633,3.72345448983788,immigr
immigrants,3.85051006666204,3.92812178297591,immigr
immigrate,4.3854386233748,2.69790559159705,immigr
immigration,3.35343102514426,3.32604779983108,immigr
immoral,2.66759137442777,5.11500827156579,immor
immune,4.33368223527014,1.75410073039924,immun
immunity,4.87022558577157,1.73511258767273,immun
immunized,4.49991058005528,3.00696203991338,immun
impact,5.28349053629402,4.44032287253712,impact
impacted,5.39548323000061,4.32507819323748,impact
impacts,5.31072892223051,4.67818980295503,impact
impeach,3.34978788018034,5.24720672668576,impeach
impeached,2.12975652846304,4.58352293740046,impeach
impeachment,3.81295249459901,4.23187005328604,impeach
impeded,3.75533042063624,4.44353373336777,imped
imperative,4.7243365124657,4.93142084006516,imper
imperfect,3.26043743009028,4.09939514060545,imperfect
implant,3.5615188869095,2.06286940164198,implant
implement,2.29574159793775,3.43476250991878,implement
implementing,2.88404422505093,3.46930597009416,implement
implicated,3.556381311211,4.13708945128426,implic
implications,3.58263865624306,3.32256137211695,implic
imply,2.9279417217962,2.8396760793587,impli
import,2.62040563088154,3.26770132269003,import
importance,4.74240980411641,2.91426843539263,import
importanly,2.33399398365416,2.23877081014407,importanli
important,4.64260447162813,3.01130260629356,import
importing,1.55841966773027,3.31609645429662,import
imposed,3.19039528499936,3.44801713758284,impos
impossible,2.9817986832844,3.55422044135193,imposs
impossibly,3.2940035291449,3.92770899323679,imposs
impoverished,5.23835942455028,4.93307307855714,impoverish
impressed,2.20423678045974,1.63549335366527,impress
impressive,2.22997209578504,1.47853838282961,impress
imprisoned,3.76763991020468,4.89975473204651,imprison
improper,3.07960079608244,4.66295491393316,improp
improve,3.74470895032028,4.13634747129307,improv
improved,3.5857030152934,3.33806308920067,improv
improvement,2.85726495088228,3.28366254658966,improv
improvements,3.23548639235105,3.03066424612691,improv
impulse,3.8267908335313,4.116029366232,impuls
impulsively,3.16344854461437,4.68631691445048,impuls
impunity,2.72127642183148,5.3785285995811,impun
in,2.59070569509,2.27123790166973,in
inability,2.11358847808215,3.36182818032731,inabl
inaccessible,4.63899536093752,1.90036173320574,inaccess
inc,3.6683426369444,2.34667139037775,inc
incarceration,4.18034464238391,4.9660896365194,incarcer
incase,2.64746616148083,1.43939528600723,incas
incentive,2.44003321794275,3.27723455730949,incent
incentives,3.13504010982732,3.72377572838963,incent
incident,3.70969586505033,4.26746776673038,incid
incidents,3.62651650793744,4.47016909306181,incid
incite,4.06188277170774,3.9239606418852,incit
incited,3.48479860989733,4.62411039327386,incit
incites,3.67449473904012,4.03570801422347,incit
inciting,4.02679107467732,4.19583786207729,incit
inclination,2.57430080917168,1.71669643297117,inclin
inclined,2.52866538316547,2.01676736266077,inclin
include,3.95147431266091,2.36758153218466,includ
included,2.2723898484965,1.73491920822626,includ
including,3.94346671185005,2.97619422253346,includ
inclusion,3.71020207436576,2.64333310996729,inclus
income,3.48098722188943,2.8951967464828,incom
incompetent,1.38412130936144,3.72220453460349,incompet
incomplete,3.44295901167348,3.78884496655221,incomplet
incorrect,2.89086060372013,2.31781313530547,incorrect
increase,4.26645065606049,4.64112327725689,increas
increased,4.43216952159792,4.6190202906704,increas
increases,4.07801131406966,4.02799056342317,increas
increasing,4.21375490720722,4.67478946337674,increas
increasingly,3.73038404119142,4.61175764162044,increasingli
incredible,5.21781012409553,4.87484417264191,incred
incredibly,3.92218127186139,3.87642049281912,incred
incremental,3.22813989167497,2.45965191348642,increment
incursion,4.25089841267413,3.74507734526794,incurs
indeed,2.82369258615094,2.87192473072295,inde
independence,5.35570605343224,2.50328463103603,independ
independently,3.04627398550191,2.57665658921129,independ
independents,3.4476889088783,2.52316413582589,independ
inderstand,3.8742726958817,3.60831037985018,inderstand
india,4.37955262568421,4.35771337445786,india
indian,4.16801202002714,3.6193616357396,indian
indiana,4.55800458974121,4.51751610431491,indiana
indicated,3.57986632393869,2.49668925605369,indic
indicates,3.43893089535425,2.58289556521268,indic
indication,3.30807993002333,2.73819205182097,indic
indicted,3.49235666027035,5.004366286233,indict
indifferent,1.61575923543158,3.92260381595181,indiffer
indigenous,5.20899833963872,3.68948134850558,indigen
indirectly,3.30635686582813,2.77472621418891,indirectli
indiscretion,1.95859916826265,3.70535985619079,indiscret
individual,3.48302945619158,2.94704761508161,individu
individuals,3.2525034906379,3.0140535524884,individu
indonesia,3.70924883116817,3.79126440303601,indonesia
indonesian,2.60523803299222,2.05610784510148,indonesian
indonisian,2.33399398365416,2.23877081014407,indonisian
indoors,2.32129074198671,3.05668653119837,indoor
inducing,2.78080528407612,3.42228229221416,induc
induction,4.69701349461481,3.01207105930964,induct
industrial,5.1574994432857,5.17838207805361,industri
industrialisation,5.73610227133007,5.81058873077067,industrialis
industrialization,5.49649521785418,5.41797236282925,industri
industries,3.56964929851758,3.74498776093364,industri
industry,2.46588722998703,3.10951071533592,industri
indystar,3.37914424269171,3.0576387830944,indystar
ineffective,2.60847021900197,4.19671426190414,ineffect
inefficiency,3.18474617834115,4.70749283669653,ineffici
inefficient,2.96449185045027,4.62488221216823,ineffici
inequality,4.75346004860509,4.97297591004076,inequ
inevitability,3.74250084475565,4.14089769059616,inevit
inevitable,2.21911803131513,2.78590259839699,inevit
inevitably,2.23443126860014,2.59752302418338,inevit
inexcusable,1.88081322383143,5.60372113429589,inexcus
inexplicably,1.76350969012774,3.71262486294414,inexplic
infamous,2.18328189714502,2.54773307318102,infam
infant,5.67363394794995,5.68864377297756,infant
infants,5.6484850330915,5.5907315889124,infant
infect,2.68416997700355,2.52572249276171,infect
infected,2.58542494624075,2.09944972529703,infect
infecting,2.82894356613215,3.11277644101907,infect
infection,4.15358536502403,1.90774830577666,infect
infections,3.99175906667669,2.43544263610755,infect
infectious,4.80105959483946,3.11717101576449,infecti
infest,3.33179265702458,2.57918207139027,infest
infested,2.87961915216503,3.85669132626733,infest
infinitely,2.72283123961654,4.25558904488024,infinit
inflammation,5.77645883422517,3.48316720104495,inflamm
inflated,3.04767985532747,3.17408999975363,inflat
inflict,5.25550481505948,5.34014133081932,inflict
inflicts,5.40273537046327,5.27486808226337,inflict
influence,4.10820465208833,3.49673788437096,influenc
influenced,3.22019583119813,3.01595078163756,influenc
influential,3.89747573500933,3.24562456142823,influenti
influx,2.97530450486842,3.57610275344902,influx
info,3.17085133283403,1.25498261401191,info
inform,4.2506178849377,4.24348739569437,inform
information,4.68480231306133,3.20053311637884,inform
informative,4.49143572533509,1.78847526290927,inform
informed,3.43043069371654,2.7238038947686,inform
informing,3.98687191128086,3.11208085761565,inform
infractions,3.32389132494603,3.94691928784746,infract
infrastructure,4.15106376133123,3.8534234397028,infrastructur
infringed,3.83653219111171,3.65935578609505,infring
infuriate,1.65425067532764,3.272733387181,infuri
infuriates,2.17604250747548,4.07375231965531,infuri
infuriating,1.37747007367552,4.40899151675244,infuri
ingenuity,1.49482944487609,2.22358417561622,ingenu
ingrained,3.27264704467975,2.9763201209003,ingrain
ingredients,1.73865953566382,2.43713251175964,ingredi
inhabitants,4.46557784859223,3.86893757412928,inhabit
inherent,4.11868789615298,2.92193449626587,inher
inherit,3.49601406773418,1.7463704573301,inherit
inhospitable,3.54515544253617,4.57972335433929,inhospit
inhumane,4.06872272052172,6.55334073388562,inhuman
initial,3.76853650164751,2.14497439047217,initi
initially,2.78585533754403,1.61857405698556,initi
initiated,3.41397463057107,3.83216815779144,initi
initiatives,3.85169780695175,3.57852697202967,initi
injected,1.89457920244275,2.00061705599128,inject
injecting,1.68330918651203,2.1805888632321,inject
injection,2.00274391987146,2.1617567711259,inject
injured,5.00699119295743,4.83900707195458,injur
injuries,4.96706147034665,3.79749893735502,injuri
injuring,4.48659415194158,5.53083729198185,injur
injury,4.86489590456215,3.06026369962375,injuri
injustice,5.45532651519089,5.72897645370918,injustic
inmate,3.60894446336488,5.36608994954621,inmat
inmates,2.42548922844474,5.01440141583119,inmat
inner,4.92498599030097,3.8720059631278,inner
innocent,4.73947955060526,5.28747898415484,innoc
innocents,5.56751140068426,5.71117563276532,innoc
innovations,2.25376741554459,2.02003180319951,innov
inoccent,5.40739925896608,5.13558009322571,inocc
inopportune,2.83921239541203,4.11355097423604,inopportun
inot,2.56742584828465,2.98490546510363,inot
inpatient,4.44050442232883,4.15253732397282,inpati
inquest,4.17018170705541,5.44233358445708,inquest
ins,4.1634845093887,2.75745705310555,in
insane,1.86847052922048,4.63892221831467,insan
insanity,1.70086791265632,4.65304971185993,insan
insecure,1.47459574107499,3.06585629798547,insecur
insensitive,4.41491892638414,4.85757479259214,insensit
insert,2.02582749145167,3.04899354453055,insert
inserts,2.12264374790681,1.88483455509272,insert
insha,4.53892325406387,3.4948309421219,insha
inside,3.40347835823556,3.70745854959836,insid
insight,5.195533551667,2.58367824965949,insight
insignificant,2.45802619414512,2.8553746579693,insignific
insinuations,2.89178644563263,4.07793986647411,insinu
insist,2.7897259747539,3.98217213699077,insist
insisted,2.41405291222451,4.45046259656247,insist
insomnia,4.78608646094282,4.22786078798121,insomnia
inspection,3.78027679953755,4.78091682825351,inspect
inspections,3.43096985521889,5.0000369294096,inspect
inspector,3.43772056967066,4.57048270349565,inspector
inspiration,5.21436319722061,3.53407086325296,inspir
inspirational,5.21660253125098,3.71196897451758,inspir
inspired,3.49748072590399,3.35996636790345,inspir
inspiring,4.3641181683351,3.54310938477034,inspir
instability,3.00697010636538,3.33292954120202,instabl
instagram,2.66405627671562,4.38887532530708,instagram
installed,3.18145008709676,2.26169318844792,instal
instance,2.8577719276921,3.20311247684169,instanc
instances,3.58954090362852,3.93566416275759,instanc
instead,1.70506382622425,2.73951869851123,instead
instigated,2.35704516821284,3.8360368415199,instig
instilled,4.05784706704071,2.5453935260638,instil
instinct,4.22346312917514,3.35906053578646,instinct
institute,2.98352876850649,3.17641158897168,institut
institutes,2.51618967625385,3.13219881660226,institut
instituting,3.11254474104061,3.60440630939602,institut
institutions,3.78634023116969,3.91125935148176,institut
insulted,3.0622191473638,4.99349911751677,insult
insulting,1.99946832789127,4.36083946018933,insult
insults,4.10449917206989,3.80238530587602,insult
insurance,4.43375334465952,3.27954606758714,insur
insured,4.34296279280867,2.65038900751512,insur
insuring,4.17696444081862,2.8812538035532,insur
int,3.60823753169152,1.90986722246367,int
intact,3.30883717019605,1.15061004811489,intact
intake,4.12903667813717,3.71779986074067,intak
integrity,4.09812671256656,3.11992545785253,integr
intellectual,3.3066530178287,2.19806417569471,intellectu
intellectually,2.48700236050527,3.14588343300526,intellectu
intelligence,3.47763184067037,3.95663046547918,intellig
intelligent,2.94577333656136,2.44057544209518,intellig
intended,2.57759487996647,1.74159574416585,intend
intense,4.3322370481893,4.34965265675066,intens
intensify,4.10696735542783,5.32206596591865,intensifi
intensity,4.52269769890561,4.27963813093669,intens
intent,3.51363333910526,3.4942792598805,intent
intention,3.01077290300488,3.40277989238078,intent
intentionally,2.01020486901636,4.32551044660887,intent
intentions,3.02563212347044,3.20961736823344,intent
intents,2.79535373678785,1.96211081875763,intent
interact,2.96050517374513,2.79770920284372,interact
interacting,3.13374254260482,3.38708672541378,interact
interaction,4.00051756016345,2.8257862923467,interact
interactions,4.78220615576672,3.93474397859396,interact
intercourse,3.12353900951545,4.06914810245217,intercours
interest,2.37837415477473,1.31215232938027,interest
interested,1.27339406028468,1.2544786335687,interest
interesting,2.3398971233006,1.07468670487951,interest
interestly,2.33399398365416,2.23877081014407,interestli
interests,2.78266782496911,1.86390133393732,interest
interevene,2.33399398365416,2.23877081014407,intereven
interface,4.01933743283331,2.18152243117457,interfac
interfere,1.67184240663767,2.42457262428453,interfer
interfered,2.44156592031412,3.78909237971683,interf
interfering,1.81202440429989,2.09769688843269,interf
interferring,2.26459449796875,1.56748972306915,interf
intern,3.53151584798354,2.86921856299614,intern
internal,4.41386643562211,2.8381070461132,intern
internalized,4.93994054734924,3.77428379844755,intern
internalizing,4.95261155633616,3.90025488282851,intern
internally,3.55454755619597,2.79891169786819,intern
international,3.69698499057865,3.98934740493026,intern
internationally,4.00161185228876,3.81454461506981,intern
internet,2.47033604557585,2.31348970444136,internet
internment,3.0875333650956,3.47150168309913,intern
interpersonal,5.06073991377286,3.76281601061033,interperson
interrogator,4.11041879472197,4.51083863682855,interrog
intervene,4.04022201839149,4.85451512995833,interven
intervened,2.90616927250109,4.3417519621846,interven
intervention,4.70903037546041,3.79075351770441,intervent
interview,3.53250864929846,2.80170106701228,interview
intimidation,4.42287664529595,5.26335259878253,intimid
into,3.15617553375798,4.14967116714294,into
intoxicated,4.0990794427157,4.31157195482473,intox
intricate,3.78435024982021,3.54742314193864,intric
intrigued,2.92794675349775,2.73884162644818,intrigu
intriguing,2.44542341304976,1.36976555133524,intrigu
introduce,3.60996176454054,4.3534281328205,introduc
introduced,3.2582638839653,3.36905483246409,introduc
introduction,4.12558500417539,2.78659655792335,introduct
intruded,2.29606324410881,2.3405935863605,intrud
intruders,4.06034232886249,3.96267734091358,intrud
intrusive,3.16236806267179,2.68704421062547,intrus
intuition,5.02733550885039,4.00859140857579,intuit
invade,3.50882513412248,3.49430934617518,invad
invaded,4.11784632160816,4.47749220319347,invad
invading,3.73980785967794,3.21654132503777,invad
invariably,2.48885819508687,1.1690625565008,invari
invasion,4.34503902301976,3.29541440190842,invas
invasive,3.26105509395439,3.52802896706401,invas
invented,1.64575988823221,2.06373122906096,invent
invention,2.42084172025401,1.74794391500704,invent
invest,2.03946762713256,4.12415083246679,invest
invested,1.93364316672101,3.16413884352941,invest
investigate,4.06995877586998,5.18955339918384,investig
investigated,3.46087796393461,4.67506261414342,investig
investigating,3.37483215201817,4.87296759820067,investig
investigation,4.09850857905103,4.80919305369673,investig
investigations,4.6446626742481,4.66793701888775,investig
investigators,3.69474055971699,5.17223652350247,investig
investments,3.95467597016623,4.44211744154334,invest
investors,3.74277216356912,4.17052718110726,investor
invite,3.10394810330036,4.17242090869039,invit
invoke,4.67567273960599,3.44546670623425,invok
involved,2.59824727666639,1.98027025365721,involv
involvement,4.24954219292646,2.91996880037412,involv
involves,2.57552290497923,2.17425795320171,involv
involving,2.36008189766766,2.41528726578716,involv
ios,3.14779648286939,2.12911480715492,io
iphone,2.48195561165795,2.76982693422648,iphon
iran,2.59959690957241,3.99698539213074,iran
iranian,2.76067266159213,3.16204092380157,iranian
iraq,5.02562696400592,5.03902126771077,iraq
iraqi,4.98427757278272,4.21394496883883,iraqi
iraqis,5.44698053125887,5.58540211613262,iraqi
irish,4.89179031887464,2.23843148282947,irish
iron,4.52483071445186,4.47326615305929,iron
ironic,1.65956635554801,2.41222871084972,iron
ironically,2.45492751761045,1.99491959427761,iron
irreconcilable,2.98781270670957,4.55366500696329,irreconcil
irrefutable,4.22301575837295,5.35976377399452,irrefut
irrelevant,2.18100023458169,1.18956485848813,irrelev
irreparibly,2.33399398365416,2.23877081014407,irrepar
irresponsible,1.7618011145229,5.33026108587226,irrespons
irreversible,3.8885106497891,4.65178799747771,irrevers
irritated,1.95500686393614,3.78082838911925,irrit
irritates,1.96270891411475,2.79256470749717,irrit
irritating,1.30687000170179,2.10083119502772,irrit
is,3.1999169989542,3.14820973528452,is
isibindi,2.33399398365416,2.23877081014407,isibindi
isil,4.40510159619129,5.3926547757287,isil
isis,3.98741920497669,5.13769772958111,isi
islam,3.96079873369539,4.63385549314986,islam
islamic,2.88768806305258,3.84168593850776,islam
islamism,2.51896523199463,3.37052991912493,islam
islamophobia,4.38451229704531,5.43326356991869,islamophobia
islams,4.47907313231734,5.21374633401666,islam
island,3.94033498678553,2.490508217588,island
islands,4.39161702719738,2.69917531699249,island
islanic,2.33399398365416,2.23877081014407,islan
isn,2.87600218565761,2.1953931405897,isn
isnt,2.63647396433863,1.59917441126309,isnt
isolated,3.64612283278108,3.05953803698322,isol
isolation,4.15216717144036,3.24588754398063,isol
israel,3.93739049610026,4.17752298952791,israel
israeli,3.29629194010364,3.33919064174161,isra
issa,4.39778925727256,4.74233653504735,issa
issue,2.08776016602009,1.41122162509856,issu
issued,3.82392294475408,3.37919859887701,issu
issues,2.87790727328284,1.39047934283016,issu
istanbul,5.49689267822907,4.53588988505355,istanbul
it,3.19037090118426,2.62767864870063,it
italy,4.80228745201646,4.33516090556892,itali
item,2.58884777642657,1.86770141398094,item
items,2.60082312813632,2.24137305009147,item
itll,2.37204498592628,1.26678459847078,itll
its,3.97711809054625,2.64421784398835,it
itself,1.66019232271243,1.71820241211946,itself
itt,1.6112517272572,2.55493015796652,itt
iud,4.75168227300147,4.72198156964619,iud
ivf,4.72980388444869,5.38005916499117,ivf
ivory,2.91617198878678,3.57557388074156,ivori
j,3.44016998145547,2.84132340475637,j
jack,1.41540105308796,1.24235736555909,jack
jackie,4.97621701632208,4.65753986848567,jacki
jacking,1.29456434893916,2.03852182468915,jack
jacob,5.59516449867064,4.58027042429219,jacob
jail,2.77301950320888,4.63999389970428,jail
jakarta,3.49863716068132,3.84511688609216,jakarta
jama,5.66333778083716,3.90643970251295,jama
james,3.99521346672816,4.41120764276262,jame
jane,5.52208346309073,4.00861646969213,jane
janet,4.93571974122129,4.72403931804645,janet
janis,6.09347806256153,4.13796469248334,jani
japan,3.51670130784641,3.46709129155805,japan
japanese,2.85311046930188,2.78507658232066,japanes
jax,5.18679381065096,4.16701028560849,jax
jealous,2.97974486035092,3.24797468776074,jealou
jeez,3.06235056168211,3.40420370524377,jeez
jeeze,3.16973799140593,3.58176961090013,jeez
jeff,4.2149721976591,3.76901009279148,jeff
jenner,4.28882886279878,3.94263155343573,jenner
jerk,1.33252083328285,1.48153618200205,jerk
jerry,3.79812916134331,3.46250381334912,jerri
jesse,3.92708706538213,3.81541808541726,jess
jessy,3.23273404238835,4.62312921462794,jessi
jesus,4.32899471262931,4.27852241723009,jesu
jet,4.27183158043488,3.11974148168481,jet
jets,4.08100352011606,3.58058767140279,jet
jew,2.75291096105366,3.88458114133303,jew
jewelry,4.34579304022079,2.74573342908849,jewelri
jewish,3.9162393023677,3.39363577199172,jewish
jews,3.39513951237826,3.50405045300685,jew
joan,5.66944325596496,4.60530842192649,joan
job,3.37704899279563,2.34552570091978,job
jobs,2.1106385224267,2.9310814785181,job
joe,4.71796620683032,3.25157150097286,joe
john,3.95535330023242,3.52421720194544,john
join,2.60239379407058,3.50983712362844,join
joined,2.89397355625684,3.08255732270537,join
joining,2.69393759599229,2.95336080115869,join
joint,1.68813191020741,2.13114624609738,joint
joke,1.09719309808247,1.51700422646151,joke
jokes,1.2288338964902,1.45646300082597,joke
jokingly,1.94719803159455,2.43794709640418,jokingli
jolie,5.16644900563091,4.03077781193894,joli
jones,3.72643150338939,3.51255319605053,jone
jong,3.49065324812162,4.47209409216617,jong
jordan,4.85539299841211,4.84820481547581,jordan
jordanian,4.40732670477566,3.40252014296122,jordanian
jose,3.0431863397478,3.40853904000332,jose
joseph,5.3653307938994,4.70313434798793,joseph
josh,3.51385423511962,2.69094128755539,josh
journal,4.75479781414924,3.41007583043537,journal
journalism,4.02053064683038,2.41738419105046,journal
journalist,4.22975413250723,2.79780785912483,journalist
journalists,4.12153522818519,3.14131379241068,journalist
journey,6.09953430340699,5.00704790206307,journey
journeyed,5.85341155933429,5.1613326746599,journey
journeys,5.90895516222028,4.68120879090476,journey
jr,3.36005348072587,2.76088674258367,jr
jsut,3.82508828535826,2.59796340498866,jsut
judge,2.0296869558406,3.27872849683933,judg
judged,2.47960527783416,3.33050728306947,judg
judgement,2.35862235091017,3.40429150544846,judgement
judging,1.79116532565412,2.37548718300566,judg
judgment,2.88719763902393,2.98666545914906,judgment
judgments,2.85859292265163,2.74706342495825,judgment
juice,3.68575115222384,2.48491524687491,juic
jump,3.20083962888941,3.61532421369541,jump
jumped,3.94219947843865,5.1103525850482,jump
jumping,2.80508836901917,4.04169036000537,jump
june,4.81356805117354,4.22567127168171,june
jungle,4.84581584676713,3.71462545523674,jungl
junior,3.71665189899562,3.07588323485235,junior
junk,1.46827090714461,2.13044068497018,junk
jury,2.41099775480889,3.69921613721013,juri
just,2.80259585400727,3.25058944289741,just
justice,4.92530140351193,4.93992470034138,justic
justices,3.30145613364465,1.99796150771893,justic
justifiable,3.46989950158782,4.45230318191192,justifi
justified,3.03641358453037,4.53411336944039,justifi
justify,2.14050460768425,4.71908538048202,justifi
justifying,1.96898867100988,4.01443281428491,justifi
jv,3.58672963253573,4.30162068642659,jv
k,3.47463953738976,2.16239746194153,k
kardashian,1.67232661874467,3.43353945347511,kardashian
karzai,4.86705730677049,5.48598053682338,karzai
kashmir,5.36600393081326,4.09815291317488,kashmir
kate,5.12724786468883,4.46252688866646,kate
katrina,5.8133315666123,4.01864159195459,katrina
ke,3.98118164372874,3.00565747957692,ke
keeled,4.62093069095027,4.25193191006008,keel
keep,2.01842782587827,2.01791709380702,keep
keeping,1.88276350680511,1.39507088509779,keep
keeps,1.51117109042951,1.55937546405899,keep
keepsakes,5.82744132509932,4.29112771299054,keepsak
keisha,5.6290891215954,5.52556205437753,keisha
keith,4.43939386355167,3.67581208731664,keith
kelly,5.3630157158944,5.06063484235336,kelli
kennel,4.9244853238853,5.30468213362261,kennel
kenya,5.06348905584121,3.97556723545833,kenya
kenyan,2.40415495979524,2.56338360215306,kenyan
kepp,3.1086362043654,2.10418015983786,kepp
kept,1.78893746598728,1.6753062940232,kept
kesha,5.79806303992724,5.28441925821462,kesha
key,2.98612779638038,2.13097164483644,key
khloe,2.963010864302,5.09094585276329,khloe
kick,1.82874513448143,1.86299819923426,kick
kicked,2.24604505614472,3.39682213068545,kick
kicking,2.19999359012135,2.60469677157045,kick
kicks,1.65194375043882,1.95733977360239,kick
kid,2.88062487895584,3.14495246387519,kid
kidding,1.28936034228078,2.03581274887144,kid
kidnapped,4.30232095913161,4.98443898031121,kidnap
kidnapping,2.90339687129961,4.32770507484783,kidnap
kidnappings,3.18480299737734,4.07004137695455,kidnap
kids,4.07989066790654,3.72100781979841,kid
kill,4.24384288508086,4.93366033586655,kill
killed,5.110344353211,5.4221449310963,kill
killer,3.6702335854719,4.3677794517703,killer
killers,3.75513455825696,5.0185296252563,killer
killing,4.69178485873125,5.56315165561471,kill
killings,4.64103608632849,5.95793654260942,kill
kills,4.34185140121712,4.38452427181659,kill
kilmer,5.00626636308842,4.023649092282,kilmer
kils,5.61732146081331,4.85172940687094,kil
kilter,2.01459319554801,4.65532326061899,kilter
kim,3.81006615253344,4.67473947310152,kim
kind,2.85681720151291,2.18219174823103,kind
kinda,2.98988302923238,1.3608783702937,kinda
kindof,2.72468274720835,2.11092214059846,kindof
kinds,3.04531216308087,2.49589387053468,kind
king,2.62563130550263,2.36196226990903,king
kings,3.34943559796605,1.84059894507798,king
kirk,3.79747664596841,3.6617528131964,kirk
kitchens,4.32885204955576,3.3363784132057,kitchen
kitten,4.99744419043514,5.2615797918653,kitten
kiwi,3.12429083732263,1.34091817485598,kiwi
kkk,4.42064411043567,4.49158383451369,kkk
knee,2.71792544242728,1.61023461668123,knee
knees,4.0233160821356,3.63754548681097,knee
knew,4.04373666534784,2.71911751780639,knew
knit,4.88982743581089,3.83663108786335,knit
know,3.63079591065561,2.26397854584167,know
knowing,3.46758418212122,2.97371559915976,know
knowingly,1.57370242216691,4.8712025437772,knowingli
knowledge,4.06801692440853,2.49053291599585,knowledg
knowlegde,4.40304264125235,1.4067090170632,knowlegd
known,2.83284983891402,1.533545293233,known
knows,1.8933547651926,1.72907957703259,know
kong,2.69449102287999,3.09105027656182,kong
koo,4.01561327802286,2.16671319103786,koo
korea,2.37485177373952,3.21575982181293,korea
kosher,2.45790240742605,1.71590452177124,kosher
kshmir,2.33399398365416,2.23877081014407,kshmir
kubra,5.02874777341092,3.97564102086446,kubra
kumail,2.33399398365416,2.23877081014407,kumail
kutcher,3.23184472575406,4.23225929660375,kutcher
kylie,4.90656873721603,4.79022244162628,kyli
kyoto,4.12657292024115,3.89464327397218,kyoto
l,3.0943773578622,2.56508759291391,l
la,2.76865464766734,1.76840994126861,la
lab,3.04848089341254,4.30395278579514,lab
