empathy	distress	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	neutral	joy	anger	sadness	disgust	hope	surprise	fear
3.0	6.875	This is another example of the racism in this country, the officers again use extreme deadly force against a black person, just because he was black, he was not a threat and yet they shot him without hesitation. We feel more insecure with officers around than safe, and still they can kill people and get away with it.	anger	2.0	6.0	2.0	23.0	30000.0	3.5	7.0	1.0	6.0	2.0	4.714	4.428999999999999	3.714	4.714	0	0	1	0	0	0	0	0
5.0	4.875	As I was reading our local newspaper last night, my eyes came to rest on several reports of yet another handful of the farm attacks and -murders South Africa has become known for over the past years.  Farm attacks and -murders which see journalists having to write these reports with words I cannot even begin to imagine the sickening feeling of. Words like “boiling water poured down 87-year-old farmer’s throat for hours on end,” and “his wife and two teenage daughters were tied with barbed wire in the bathroom, after which they were repeatedly raped, burned with a hot iron, and stabbed with a sharp object.”	neutral	2.0	4.0	1.0	32.0	25000.0	4.0	4.5	5.5	3.5	3.0	4.2860000000000005	3.143	3.143	2.571	1	0	0	0	0	0	0	0
3.667	3.875	There is something very, very wrong with someone who thinks nothing of hurting a fellow human being. How heartless someone must also be to take the life of another human no one has the bloody right to take. And how rotten one must be to hurt an innocent animal that is without sin and any capability of purposely doing harm.	anger	2.0	4.0	1.0	32.0	25000.0	4.0	4.5	5.5	3.5	3.0	4.2860000000000005	3.143	3.143	2.571	0	0	1	0	0	0	0	0
4.167	2.875	My tears and rage will do nothing to ever change the mind and heart of a person who is, I believe, morally beyond the point of return. But I cannot stop these tears from pouring down my cheeks as I wonder what the f**k is wrong with our society.  P.S. Since the report on this cruel incident is only available in my first language, Afrikaans, and on the website Netwerk24 where one has to be a paying subscriber to access their news articles, I am including a short video uploaded by the young farmer herself.	anger	2.0	4.0	1.0	32.0	25000.0	4.0	4.5	5.5	3.5	3.0	4.2860000000000005	3.143	3.143	2.571	0	0	1	0	0	0	0	0
3.667	3.875	Before social media, you had to pay to get out information about your business. Now, every person and company is its own media brand - and there are significantly less barriers to reaching people.his has allowed smaller brands to gain a foothold in the market much easier. When we see trends like craft beer, food trucks, and local fashion, that is often the result of harnessing social media platforms to build a following in a cost effective way.  Prior to smartphones and social adoption, it was much more difficult (and expensive) to reach people, especially if your location wasn’t on a main street. One or two small businesses isn’t enough to worry a big brand, but millions of them around the country can make a serious dent in their market shar	neutral	2.0	4.0	1.0	32.0	25000.0	4.0	4.5	5.5	3.5	3.0	4.2860000000000005	3.143	3.143	2.571	1	0	0	0	0	0	0	0
7.0	1.0	"It does seem a little disrespectful when someone starts to deface any public property.  It is a disgrace and a lack of moral character when something like this happens.  No one in their right mind would think of doing this could it could land you in jail for starters.  Secondly, you could get sued and in today's litigious society you could go broke rather quick, even with a good lawyer.    I guess that's why we have laws.  Not only to protect the public, whether it be people or ""spaces"" because everyone is supposed to be allowed to enjoy the public domain."	anger	1.0	6.0	1.0	65.0	190000.0	6.5	5.5	4.5	6.0	7.0	4.0	1.714	3.286	3.286	0	0	1	0	0	0	0	0
7.0	1.0	You know, the world has progressed so far in the last few hundreds years, that it is slight off kilter that we allow the disappearance of goods and services to ensue.  Is it always the fault of big business and government to allow things to go wrong as the case with diseases coconut and the potential that they cannot be saved.    Are we not smart enough to ensure that before something disappears from the face of the earth, that we find a way to correct it, protect it, live with it.  What happens when we run out of coconuts.  Nothing bad will happen but we need not exploit things just cause we can.	surprise	1.0	6.0	1.0	65.0	190000.0	6.5	5.5	4.5	6.0	7.0	4.0	1.714	3.286	3.286	0	0	0	0	0	0	1	0
1.6669999999999998	5.625	After reading this article on some of the federal prisons, I am extremely upset about the treatment of prisoners in these facilities. The way that the guards are treating the prisoners are literally inhumane. I understand that the prisoners are convicts and felons and really deserve to be place in prison as their punishment, but there needs to be accountability for the actions of the guards mistreating them and basically treating them like animals. Prisons are about rehabilitation or at least they should be, but in this article with the countless reports from prisoners about very distressing and disturbing situations I can't fathom to understand what goes on in the minds of these guards running the prisons. We seriously need to do something about these conditions.	anger	1.0	6.0	5.0	42.0	88000.0	6.5	5.5	5.0	6.0	6.0	4.2860000000000005	1.857	3.857	3.857	0	0	1	0	0	0	0	0
3.167	4.875	I'm not sure what can be done but global warming is affecting us in many other areas then the ones we have seen and heard. Did you know our coffee crops are in danger of being wiped out? That's right, I just read this article detailing the struggles currently going on with coffee crop farmers. There is an intense struggle at the moment for them to maintain their crops and to keep them going. The warm temperatures have really threw a wrench into their day to day operations and maintaining the coffee crops has become quite a challenge. We are in danger of either paying really high prices on coffee or worse case scenario being without coffee period. This is very distressing for me. Can you imagine not having our cup of coffee daily to get us through the days? This is truly tragic.	surprise	1.0	6.0	5.0	42.0	88000.0	6.5	5.5	5.0	6.0	6.0	4.2860000000000005	1.857	3.857	3.857	0	0	0	0	0	0	1	0
3.833	5.875	I can't believe what I just read. I read this article about how riot police took down some pipeline protestors in North Dakota. The armed police used such violent and aggressive tactics to take down the protestors. The protestors were Native Americans and environmental activists. Being environmental activist ourselves could you imagine how we would react to being treated this way. They used sonic devices and rubber bullets shooting the protestors in the face. I'm outraged by these actions. This is totally uncalled for and violates several codes of conduct. The cause of the protest was that the pipeline was affecting the local's water supply. I don't blame them for protesting one bit. The actions and the engagement by the riot police of North Dakota was shameful and they should be punished.	disgust	1.0	6.0	5.0	42.0	88000.0	6.5	5.5	5.0	6.0	6.0	4.2860000000000005	1.857	3.857	3.857	0	0	0	0	1	0	0	0
4.167	5.0	There's something terrifying about being attacked by animals. It's even more horrifying to find out the animals that are attacking you are the ones you think are so cute and adorable. I just read an article about squirrels attacking a retirement home and injuring three elderly. It must have been so terrifying for them to encounter this event. Imagine going out to feed the squirrels like you usually do and in turn get attacked by these rabid critters! It's so shocking and I'm still shaking after reading this. They had to call in the ambulances and animal control to help the situation out. This is tragic. The bites from the attack could lead to rabies and other diseases. I feel troubled thinking about this because these elderly can't really react quick enough in these situations.	fear	1.0	6.0	5.0	42.0	88000.0	6.5	5.5	5.0	6.0	6.0	4.2860000000000005	1.857	3.857	3.857	0	0	0	0	0	0	0	1
4.667	6.375	"I can not believe Canada took so many native people and put them in their ""proper"" schools. They took away their language and their heritage. And on top of all that 6000 died! Plus many were abused! This is horrible! I am so upset by this! I mean seriously? How could they do that! And the worst part is that was still going on all the way up to 1996!!! That is insane! And they only apologized in 2008. Way too late. I mean the harm they did to these children is massive. They need to make up for what they have done!"	anger	2.0	2.0	1.0	36.0	91000.0	5.5	6.0	6.0	6.5	4.5	4.0	2.714	3.286	4.857	0	0	1	0	0	0	0	0
1.6669999999999998	3.375	So there were the guys who were basically mad the government made local land into a wildlife refuge. They went as far as getting a militia together. They had guns and were watching. They had a whole group of them involved. The problem is they shot and killed someone. Can you say it went to far? I do. I think the whole thing was a bit much. I mean they just took over the federal land. You can't just do that no matter what you stand for.	fear	2.0	2.0	1.0	36.0	91000.0	5.5	6.0	6.0	6.5	4.5	4.0	2.714	3.286	4.857	0	0	0	0	0	0	0	1
1.833	2.25	I had no clue Oklahoma was getting so many earthquakes lately. Apparently due to the oil companies injecting waste it is triggering a lot more earthquakes. They aren't  massive ones, but still 5.0 is decent. It caused some damage to buildings and stuff. People even at the oil company felt it really well. It shook everyone up a good bit. But its crazy that its becoming the norm there! So crazy.	surprise	2.0	2.0	1.0	36.0	91000.0	5.5	6.0	6.0	6.5	4.5	4.0	2.714	3.286	4.857	0	0	0	0	0	0	1	0
3.167	2.125	Hey, Zambia is protecting elephants on a massie refuge type area! They are fighting off poaching and that sort of stuff. Which is great! But I had no idea that the elephants are destroying a lot around the. They have even killed people! Sad huh? Also elephants will wipe out a farmers entire plants and food! That is really bad. They feel like their government care more about the animals than the people! I think they should provide some fencing. That is ridiculous to let people suffer all because they won't put up some barriers to block the elephants.	joy	2.0	2.0	1.0	36.0	91000.0	5.5	6.0	6.0	6.5	4.5	4.0	2.714	3.286	4.857	0	1	0	0	0	0	0	0
3.833	4.25	There are so many instances of shootings and mass murdering happening around the world today and the example brought up in the article like the Orlando shooting just shows how there is a culture these days where people just don't care anymore. More and more people find it okay to take the lives of innocent people for their own screwed up agenda, whatever that is so that they can show that they have control over the situation. I think a huge problem here is gun laws and there should definitely be some sort of change that occurs.	neutral	2.0	6.0	5.0	24.0	22000.0	4.5	5.0	3.5	4.5	2.0	2.714	4.428999999999999	3.286	4.143	1	0	0	0	0	0	0	0
4.167	6.125	I am not over there, so I don't fully know what's going on.  I do know that we should be helping these poor people out of the water and not letting them die from exhaustion or whatever else is causing their death, especially not 2 month old babies.  this is just appalling that countries cannot come to aid these people.  Yes, they know the risk involved, but because of other countries bombing their land out they are trying to find a better and safer situation for themselves and for their families. I don't blame them trying to better themselves from the war-torn countries that they come from.  I have sympathy for all of these people.	neutral	1.0	6.0	1.0	35.0	3600.0	6.5	5.0	1.0	7.0	6.0	4.714	1.429	2.857	4.571000000000001	1	0	0	0	0	0	0	0
1.0	1.0	I think parents complaining about their preteen children are overreacting.  Just deal with it and everything will be okay.  You can't place them in a toy box anymore or sit them in front of the TV and tell them to sit and watch it until it's done.  I'm not worried about this because I have no kids of my own and I could care less.	anger	1.0	6.0	1.0	35.0	3600.0	6.5	5.0	1.0	7.0	6.0	4.714	1.429	2.857	4.571000000000001	0	0	1	0	0	0	0	0
4.0	5.0	The reason why they're killing people over there is because the Allied Forces are occupying their country.  If only we would keep our nose out of others' business, then maybe, just maybe the world would become a better place.  But as with all empires (and America is no different ), they eventually fall because of internal forces.	neutral	1.0	6.0	1.0	35.0	3600.0	6.5	5.0	1.0	7.0	6.0	4.714	1.429	2.857	4.571000000000001	1	0	0	0	0	0	0	0
5.0	5.5	The driven into exile last year, and he is now based in the southern port city of Aden. Saudi Arabia’s Sunni Muslim monarchy entered the war in large part because of concerns of Iranian influence in the region. That Shiite theocracy is widely perceived to be backing the Shiite  rebels. The airstrikes in  come on the same day i rejected a new U.N. peace proposal that would have sidelined him and given the prominent roles in a new government. More than 10,000 people have died in the conflict, many of them civilians who were killed by Saudi-led coalition bombings, according to the United Nations. that you have read the first article, please write a message to a friend or friends about your feelings and thoughts regarding the article you just read. This could be a private message to a friendS.	neutral	1.0	4.0	3.0	32.0	50000.0	3.5	3.5	5.0	3.5	3.5	3.143	3.143	3.286	2.857	1	0	0	0	0	0	0	0
5.667000000000001	5.625	Food, water fears remain year after Brazil mine dam disaster — COLATINA, Brazil — One year after a dam ruptured and sent a giant wave of metal-laden mud gushing into one of Brazil’s most important rivers, people who live along the banks won’t drink the water and fishermen are afraid to eat their catch. Upward of 10 billion gallons of mud filled with mining waste buried towns in the Nov. 5 dam break that has been described as the worst environmental disaster in Latin America’s largest country. Nineteen people perished. Across 5,000 acres — about six times the size of New York City’s Central Park — the onslaught of mud crushed thousands of trees and wildlife. In the river, more than 14 tons of fish died, mostly after mud got stuck in their gills. An equally large amount of aquatic plants die	neutral	1.0	4.0	3.0	32.0	50000.0	3.5	3.5	5.0	3.5	3.5	3.143	3.143	3.286	2.857	1	0	0	0	0	0	0	0
5.167000000000001	5.25	In this Food, water fears remain year after Brazil mine dam disaster — COLATINA, Brazil — One year after a dam ruptured and sent a giant wave of metal-laden mud gushing into one of Brazil’s most important rivers, people who live along the banks won’t drink the water and fishermen are afraid to eat their catch. Upward of 10 billion gallons of mud filled with mining waste buried towns in the Nov. 5 dam break that has been described as the worst environmental disaster in Latin America’s largest country. Nineteen people perished. Across 5,000 acres — about six times the size of New York City’s Central Park — the onslaught of mud crushed thousands of trees and wildlife. In the river, more than 14 tons of fish died, mostly after mud got stuck in their gills.This equally large amount of  aquatic.	fear	1.0	4.0	3.0	32.0	50000.0	3.5	3.5	5.0	3.5	3.5	3.143	3.143	3.286	2.857	0	0	0	0	0	0	0	1
5.5	5.125	"More toddlers and preschoolers are overdosing on opioids — In recent years, rates of toddlers and preschoolers hospitalized for opioid overdoses more than doubled, according to a new study. In fact, overdoses rose more than 100% over a 16-year period among all children, the study published in JAMA Pediatrics Oct. 31 showed. Researchers from Yale School of Medicine analyzed national data from the Kids’ Inpatient Database on children admitted to U.S. hospitals for opioid poisoning. The study focused on more than 13,000 records from patients ages 1 to 19 between 1997 to 2012. What's to blame? Possibly the increase of prescribed pain killers, including OxyContin and Vicodin. Research from 1999 to 2010 show retail sales of prescription opioids quadrupled.""Even in children younger than 6 years,"	neutral	1.0	4.0	3.0	32.0	50000.0	3.5	3.5	5.0	3.5	3.5	3.143	3.143	3.286	2.857	1	0	0	0	0	0	0	0
5.167000000000001	5.375	Video Shows Cop Punching Woman In The Face, But She’s The One Arrested For ‘Assault’ — A uniformed Arizona police officer who was filmed punching a woman has been placed on administrative leave while the incident is investigated. “Our agency is very concerned by what is depicted in this video,” police in Flagstaff, Arizona, said in a Wednesday evening press release. The footage, shot and posted to Facebook on Wednesday, shows a woman struggling with two officers who apparently believe there is an outstanding warrant for her arrest. She can be heard on video saying the issue has already been resolved. “You cannot arrest me until I know I have a warrant,” she tells the officers as she struggles with them. Suddenly, one of them strikes her in the face with a closed fist. Authorities have See.	neutral	1.0	4.0	3.0	32.0	50000.0	3.5	3.5	5.0	3.5	3.5	3.143	3.143	3.286	2.857	1	0	0	0	0	0	0	0
5.0	1.0	it is a very interesting article. quite a good read and has important information. the article did really communicate to me i felt like the author was talking to me trying to relay some sort of information. i like the use of language that the author uses, very simple and easy to understand for everyone.    please read it.	joy	1.0	6.0	1.0	31.0	50000.0	2.5	3.5	5.0	5.0	5.5	3.0	3.0	3.286	2.857	0	1	0	0	0	0	0	0
4.833	1.0	This is a very interesting article that focuses on this woman jet pilot, she was one of a kind. her heroic acts were recognized by those who knew  her. the author portrays her as a hero and someone who should be remembered. once you finish reading this article you'll understand lots of things you did not before	joy	1.0	6.0	1.0	31.0	50000.0	2.5	3.5	5.0	5.0	5.5	3.0	3.0	3.286	2.857	0	1	0	0	0	0	0	0
4.5	1.0	are you looking for an informative, creative and interesting article to read? Just for fun or educational purposes? then this the article for you. this article is really interesting. the author explains things in away that anyone can understand them. the author's use of language is genius and very interesting	joy	1.0	6.0	1.0	31.0	50000.0	2.5	3.5	5.0	5.0	5.5	3.0	3.0	3.286	2.857	0	1	0	0	0	0	0	0
4.333	1.0	so i just read this article, a very interesting one. you all need to read it to understand what it is really about. there is a way the author puts things in a very simple way for everyone to understand. i would encourage you all to find it and read it. it will be worth your time.	joy	1.0	6.0	1.0	31.0	50000.0	2.5	3.5	5.0	5.0	5.5	3.0	3.0	3.286	2.857	0	1	0	0	0	0	0	0
4.667	2.0	this article is about   As part of its fight against childhood obesity, the organization of nations has called on Member States to introduce restrictions on advertising of aforementioned products on all platforms including the internet. In 2012 in Europe, said the WHO, children use ‘digital media’ for nearly two hours daily on weekdays. And on weekends, they’re online an extra half an hour longer. Internet use is increasing sharply, the organization added, and the trend covers all age groups. Hidden junk food ads online For starters, Google, Facebook and YouTube are the sites with most daily visits online. Meanwhile, Android and iPhone (iOS) are the top platforms on hand-held communication devices, and they also have advertisements via applications.	neutral	1.0	6.0	1.0	31.0	50000.0	2.5	3.5	5.0	5.0	5.5	3.0	3.0	3.286	2.857	1	0	0	0	0	0	0	0
4.167	5.25	It disgusts me that this leak occurred, there should have been a better contingency plan to stop all of those gallons oil from spilling. I feel so bad for the environment and the animals who well be negatively affected by this spill. I feel compassion for the people who rely on the oil, and now have to pay inflated prices and search for gas.	disgust	2.0	6.0	1.0	46.0	52000.0	6.5	5.5	5.0	6.5	6.5	3.714	2.143	3.714	4.428999999999999	0	0	0	0	1	0	0	0
4.333	2.25	Arnold Palmer was really a great and ambitious guy, he really did a momunmental change onnhow today's televesion sports work, and the fact that he died was pretty sadddning to me. I think that the legacy he left behind is amazing, and he will continue to influence us even after his death. I would love to see Arnold Palmer's compnay thrive tremendously over the next couple of decades, and continue to transpire within the people he has influenced in his life.	joy	1.0	4.0	3.0	19.0	50000.0	4.5	6.5	2.5	7.0	7.0	3.571	2.714	3.286	3.0	0	1	0	0	0	0	0	0
2.167	2.0	It seems like the premises of this arguement is so shaky. Just because Russia and Poland may have had tensions for a while, it does not justify that they assassinated the guy. I mean, if everyone just assumex their enemy is the result of their misfortune, they will just be creating false tension with no real purpose. I understand that he is upset for their lost, and that this was avoidable from bad weather and pilot control, but still.	neutral	1.0	4.0	3.0	19.0	50000.0	4.5	6.5	2.5	7.0	7.0	3.571	2.714	3.286	3.0	1	0	0	0	0	0	0	0
4.833	3.375	I thinj it is our responsibility as a first world country to be providing assisstance to these area in brazil and Columbia. Zika Virus could prove to be an epidemic and that is a global issue, not just a country. Giving them access to proper medical training to spread better health practices and health education to the population could be the most effective thing to preventing more spread of the virus	neutral	1.0	4.0	3.0	19.0	50000.0	4.5	6.5	2.5	7.0	7.0	3.571	2.714	3.286	3.0	1	0	0	0	0	0	0	0
2.5	3.0	Lmao why has no one told me about this. This i\should be like public information from insurance companies but of course they are trying the most amount of money off of their customers . Us safe drivers are the reason why they are profitable in the first place, so they could do their part and give us discounts for our safe driving practices	anger	1.0	4.0	3.0	19.0	50000.0	4.5	6.5	2.5	7.0	7.0	3.571	2.714	3.286	3.0	0	0	1	0	0	0	0	0
1.0	2.625	I cannot believe what I'm reading. Details of that Wells Fargo new accounts scam, how the lowly bank tellers would make up accounts because they were paid so low and badgered so much that they felt obligated to cheat like this. For shame. I'm surprised these details didn't get really publicized when this thing was happening.	anger	2.0	6.0	1.0	58.0	35000.0	6.0	6.0	2.0	6.5	4.0	3.571	2.0	3.571	3.0	0	0	1	0	0	0	0	0
1.0	1.5	This is an old article, that made the Paris accords seem so responsible and dutiful, until Trump revealed that it was a crap deal that took advantage of the US, obligating them to pay way more than other countries. Plus the soonest results of this regulation will not occur for a century, and will be just a blip of difference. It's a scam.	anger	2.0	6.0	1.0	58.0	35000.0	6.0	6.0	2.0	6.5	4.0	3.571	2.0	3.571	3.0	0	0	1	0	0	0	0	0
1.3330000000000002	1.0	I'm not sure what the  gay community hoped to accomplish by holding a gay pride event in a country where homosexuality is illegal. It's not like people there ignore such a law, since someone was powerful enough to criminalize sexual preference in the first place. I think I would rather stay under the radar until I could find a more tolerant place to live.	surprise	2.0	6.0	1.0	58.0	35000.0	6.0	6.0	2.0	6.5	4.0	3.571	2.0	3.571	3.0	0	0	0	0	0	0	1	0
3.333	1.875	It can be a hard experience to go through, but I feel that this was a good article about the conditions of Haiti. It's not in a very good state and has gone through some tough trials. The people are in need of support, supplies, resources, hope, and cooperation. The writing was very descriptive of what has happened and may come in the future. I think you'd find this interesting to read.	neutral	1.0	2.0	1.0	27.0	64000.0	5.0	5.0	3.5	4.0	4.5	3.429	2.571	2.714	3.0	1	0	0	0	0	0	0	0
2.5	1.875	Being interested in sports and health together, this is a solid article showing the impact eye injuries have on different types of sports. It's somewhat common to see these injuries present themselves in basketball, baseball, and sports without protective gear. That's just the nature of sports where consequences happen.	neutral	1.0	2.0	1.0	27.0	64000.0	5.0	5.0	3.5	4.0	4.5	3.429	2.571	2.714	3.0	1	0	0	0	0	0	0	0
2.667	2.75	I am a little bit on the fences about how to approach immigration and the Mexican border problem. This article talks about different issues President Trump has had his hands in on and how some problems are arising. I think the countries need to stand alone and work on their own issues so they have home build strength. Seems like a lot of compromising is not taking place.	neutral	1.0	2.0	1.0	27.0	64000.0	5.0	5.0	3.5	4.0	4.5	3.429	2.571	2.714	3.0	1	0	0	0	0	0	0	0
1.5	3.0	I am a little confused as to how these hacks happen, but it sucks when they do. I am a Yahoo user and think they have had to take precautionary measures multiple times in recent years to stop issues. Data breaches are troubling and can affect us all so I am not happy about the article's details that make me somewhat nervous.	surprise	1.0	2.0	1.0	27.0	64000.0	5.0	5.0	3.5	4.0	4.5	3.429	2.571	2.714	3.0	0	0	0	0	0	0	1	0
5.0	1.0	Lockets with blood? Dang, that is kind of creepy and weird guys, but oh well, they were in love. People do crazy things when they are in love. Now, the fact that this guy never felt enough indicates auto esteem issues, she is not God, dude. I still can not believe Brangelina is over, they were end game to me, but oh well, guess you can not force things.	surprise	1.0	2.0	1.0	26.0	55000.0	7.0	7.0	7.0	7.0	7.0	4.571000000000001	1.571	4.571000000000001	5.0	0	0	0	0	0	0	1	0
6.332999999999999	4.25	This is surprising news. First, how the news always make us believe that when a cop dies, is because of a black person (or someone who is not white), making race a big thing again. Number two, I am not saying that is good that people are dead, but instead, I am saying that not a lot of them are dead. And for those who are not dead, we should think about them, provide them with better guide, counseling and stuff like that, they go through traumatic events at work	surprise	1.0	2.0	1.0	26.0	55000.0	7.0	7.0	7.0	7.0	7.0	4.571000000000001	1.571	4.571000000000001	5.0	0	0	0	0	0	0	1	0
6.167000000000001	6.125	See? This is why sometimes I rather ignore the news. Shootings over there, people dead over here, drugs, etc. It makes me sick the kind of world we live in. Hundreds of deaths just because they thought these people were related to drug dealing? I mean, did they even had some kind of proof? Why shoot to kill? Why not stick to the laws and put them in jail if they were found guilty?	disgust	1.0	2.0	1.0	26.0	55000.0	7.0	7.0	7.0	7.0	7.0	4.571000000000001	1.571	4.571000000000001	5.0	0	0	0	0	1	0	0	0
7.0	7.0	This is one of those articles that can really make you feel paranoid. Like, what if suddenly there is a red squirrel in my backyard and it has this sickness? And now I might have it. You know? Stuff like that. In the other hand, it just shows how little we know of these world. Of the illness, the animals, how it affects us. So much to discover	fear	1.0	2.0	1.0	26.0	55000.0	7.0	7.0	7.0	7.0	7.0	4.571000000000001	1.571	4.571000000000001	5.0	0	0	0	0	0	0	0	1
7.0	7.0	Heck no, this is one of those topics that I could talk about for hours and hours. It is so stressful the fact that animals are traded like that, just unbearable. People who do that, should be the ones in the cages. They are not even humans, they are monsters. And of course they have to find a way to teach the countries what to do when they face this type of situations. And they better do it quick.	anger	1.0	2.0	1.0	26.0	55000.0	7.0	7.0	7.0	7.0	7.0	4.571000000000001	1.571	4.571000000000001	5.0	0	0	1	0	0	0	0	0
7.0	7.0	Gun control should be a priority in our country. After reading about children who lost their lives due to gun violence, it's hard to argue that it's way to easy to get your hands on a gun. Americans are much like people all over the world, but we have infinitely more gun deaths, and it's all because of the ease of acquiring those guns.	anger	1.0	4.0	1.0	30.0	79000.0	7.0	7.0	5.5	7.0	7.0	5.0	2.0	4.571000000000001	5.0	0	0	1	0	0	0	0	0
7.0	6.625	Imagine the excitement of going to a concert and the buildup for days after buying tickets. Imagine that you finally get to see these bands play and all of the sudden you hear gunshots ring out. You see people falling down, dead. How are you supposed to cope with that? How can you get up the next day and feel that this is a world worth living in?	disgust	1.0	4.0	1.0	30.0	79000.0	7.0	7.0	5.5	7.0	7.0	5.0	2.0	4.571000000000001	5.0	0	0	0	0	1	0	0	0
6.832999999999999	6.375	If people had to see how their food was killed, there's a good chance they wouldn't want to eat it. Between a live chicken and the package you buy at the grocery store lies a world of torture. The inhumane way some of our food, particularly chicken, makes it's way to our dinner plate is beyond disturbing. Factory farming is simply another word for animal torture.	disgust	1.0	4.0	1.0	30.0	79000.0	7.0	7.0	5.5	7.0	7.0	5.0	2.0	4.571000000000001	5.0	0	0	0	0	1	0	0	0
4.167	3.75	Wildfires in the western area of North Carolina, in the Appalachian mountains, can get so large they can be seen from space. In fact, some of the wildfires in neighboring southern states can produce enough smoke to cover areas of South Carolina. Despite not actually having a fire there, the smoke can get so thick that it takes heavy rain to make it dissipate.	neutral	1.0	4.0	1.0	30.0	79000.0	7.0	7.0	5.5	7.0	7.0	5.0	2.0	4.571000000000001	5.0	1	0	0	0	0	0	0	0
3.0	5.75	This bsi truly disturbing, I don't understand how someone could ever do that to an animal let alone a small kitten. There are truly some very disturbed peopel on this planet and the person who did this should be punished severely. This si not an act of violence it is an act of malice. The person who did this will go on to do other terrible things in the futurw	anger	1.0	4.0	2.0	25.0	66000.0	6.0	5.5	5.0	6.0	6.0	3.143	2.4290000000000003	2.571	3.714	0	0	1	0	0	0	0	0
1.0	1.0	Robert Vaughn passed away but I don't really have anything to say about him. people die every day and he was in his 80s. He was in some famous movies and seemed dto have lived a full and happy life. He wasn't in anything i have ever seen and i never heard fo him before. maybe ill check out his movies someday since he was fmous.	neutral	1.0	4.0	2.0	25.0	66000.0	6.0	5.5	5.0	6.0	6.0	3.143	2.4290000000000003	2.571	3.714	1	0	0	0	0	0	0	0
2.0	4.125	Even though Donald trump condemns these actions by his supporters it doesn't stop the fact that he incites this sort of behavior with his comments and his proposed laws. Trumps supporters, well a decent majority love his call of racism and bigotry. It is bno surpise that his supporters are the epitomy of racisma nd there behavior is not surpring.	anger	1.0	4.0	2.0	25.0	66000.0	6.0	5.5	5.0	6.0	6.0	3.143	2.4290000000000003	2.571	3.714	0	0	1	0	0	0	0	0
2.833	2.0	Hate seems to be increasing in this country. I just read an article that hate crimes are going up. I don't know what's going on but people can't seem to handle themselves and use restraint. People are becoming too short-fused and trigger happy on attacking others with hate crimes. I hope things get better but the article didn't seem too optimistic. I guess the more we talk about this kind of stuff the better so it doesn't get ignored. It's an important issue.	anger	1.0	5.0	4.0	40.0	70000.0	5.5	5.5	2.0	6.5	5.5	3.857	1.857	2.714	3.286	0	0	1	0	0	0	0	0
2.167	1.625	In Moldovan, the lady running for president is being discriminated against in a very public way. They are saying just because she's not married, she is unqualified to lead the country. They care more about her personal business than her politics. It's a shame they are acting so backwards toward her. It makes me want to cheer for her just to spite them. I hope the rest of the world catches up to the idea everyone should be treated equally.	anger	1.0	5.0	4.0	40.0	70000.0	5.5	5.5	2.0	6.5	5.5	3.857	1.857	2.714	3.286	0	0	1	0	0	0	0	0
2.333	1.875	I just read an article about the presidential campaign trail that focused on how sexist one of the candidates is. It's important that these issues are brought up, especially when it's on a national stage like this. I'm glad to hear people are publicly voicing their concerns and even revealing the troubling incidents they went through involving sexism. I hope after this political race is over, we can all reflect and learn to treat each other better.	neutral	1.0	5.0	4.0	40.0	70000.0	5.5	5.5	2.0	6.5	5.5	3.857	1.857	2.714	3.286	1	0	0	0	0	0	0	0
1.0	1.0	The modeling industry is very different than the rest of the world it seems. I read an article that male models, even the best ones, are paid a fraction of what female models earn. I guess this is because a lot more money is spent by woman in the fashion and personal products industry. The article says more men are grooming themselves and it's starting to bring wages for male models slowly up. I guess that's just business.	neutral	1.0	5.0	4.0	40.0	70000.0	5.5	5.5	2.0	6.5	5.5	3.857	1.857	2.714	3.286	1	0	0	0	0	0	0	0
1.0	2.875	What a freaking asshole! Guys are so creepy sometimes. and in our own home state. I wonder who he gave them to to release them out to the public. Anyway, please be careful with your photos and information. I've been seeing more and more accounts like this popping up, and I would hate to see any of our sensitive data at risk. stay safe out there.	anger	2.0	6.0	1.0	25.0	55000.0	4.5	6.0	3.5	6.0	5.0	4.2860000000000005	3.714	4.0	4.571000000000001	0	0	1	0	0	0	0	0
4.0	3.625	I think this article is really inspirational. I didn't realize how much food we waste and how inefficient we are in this respect. I would like to change the way the world behave but this would be a big undertaking and I think it may be too big. There are small and big things that we can do with our daily meals and meal planning that can help with this problem of food waste but I think it will take more time and money to implement it. And im not sure what percentage it will get us towards 0% waste. If it gets us less than 1% more efficiency in how we use food, than it may not be worth the effort, and we may need to look at other ideas. Combating food waste could also lead to an increase it food poisoning since questionable foods in our refrigerator are thrown away as a precaution.	surprise	1.0	6.0	1.0	32.0	50000.0	5.0	4.5	4.5	4.5	6.0	3.286	3.571	3.143	3.429	0	0	0	0	0	0	1	0
